Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Dewpoint Temperature [C](Hourly),Environment:Site Outdoor Air Barometric Pressure [Pa](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Wind Direction [deg](Hourly),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Solar Azimuth Angle [deg](Hourly),Environment:Site Solar Altitude Angle [deg](Hourly),Mean Operative Temperature,Electricity:Facility [J](Hourly),DistrictCooling:Facility [J](Hourly),DistrictHeating:Facility [J](Hourly),Total energy[J](Hourly)
1114556400.0,7.658333333,3.333333333,95631.66667,2.525,183.8333333,0.0,0.0,344.7240561,-30.50845449,20.55314007,57316.11482,0.0,1697538.862,1754854.977
1114560000.0,6.85,2.975,95639.08333,2.425,97.08333333,0.0,0.0,4.377421208,-31.44200884,20.45599823,57316.11482,0.0,1924000.033,1981316.148
1114563600.0,6.191666667,2.833333333,95646.08333,2.1,108.0833333,0.0,0.0,18.5104517,-29.57275436,20.38022438,57316.11482,0.0,2239068.649,2296384.764
1114567200.0,5.725,2.766666667,95653.66667,0.958333333,133.8333333,0.0,0.0,34.03007703,-24.86926781,20.3177959,57316.11482,0.0,2481990.933,2539307.048
1114570800.0,5.366666667,2.25,95661.08333,0.966666667,147.0833333,0.0,0.0,47.80408891,-17.91293494,20.26426786,57316.11482,0.0,2718488.11,2775804.225
1114574400.0,5.025,1.941666667,95668.66667,0.775,113.8333333,0.0,0.0,59.9539406,-9.337096791,20.21548301,57316.11482,0.0,2934545.697,2991861.812
1114578000.0,4.9,1.608333333,95676.08333,0.341666667,153.3333333,8.0,70.66666667,70.93288907,0.316873767,20.19699711,57316.11482,0.0,3029429.086,3086745.201
1114581600.0,5.658333333,1.691666667,95683.66667,1.35,191.8333333,45.33333333,420.1666667,81.31948641,10.61939616,20.42896832,1031725.454,0.0,5334418.288,6366143.742
1114585200.0,7.25,2.016666667,95691.08333,1.516666667,216.3333333,72.91666667,618.75,91.77152006,21.21040562,20.73048447,941311.3062,0.0,4791682.033,5732993.339
1114588800.0,9.108333333,2.216666667,95698.08333,1.683333333,225.1666667,92.16666667,733.4166667,103.1023108,31.72953626,21.02242339,747509.0536,0.0,4264421.372,5011930.426
1114592400.0,10.95,1.6,95705.66667,3.091666667,176.3333333,126.3333333,757.25,116.4515159,41.71145699,21.24006273,57316.11482,0.0,1062612.463,1119928.578
1114596000.0,12.69166667,1.158333333,95713.08333,3.1,179.5,154.25,772.6666667,133.4613259,50.40956027,21.40852249,57316.11482,0.0,827503.0174,884819.1322
1114599600.0,14.275,1.2,95720.66667,2.133333333,203.75,176.4166667,774.3333333,155.8403943,56.56162981,21.5083644,57316.11482,0.0,624580.3825,681896.4973
1114603200.0,15.6,1.608333333,95728.08333,1.391666667,214.3333333,174.0,790.8333333,182.8386331,58.53410735,21.60269242,57316.11482,0.0,457628.1974,514944.3122
1114606800.0,16.56666667,1.55,95716.41667,0.983333333,165.5833333,154.75,809.6666667,209.1990292,55.59298342,21.72788311,57316.11482,0.0,311240.4069,368556.5217
1114610400.0,17.19166667,1.183333333,95691.41667,1.425,183.75,124.9166667,825.3333333,230.4042571,48.78986658,21.83204774,57316.11482,0.0,188046.9507,245363.0655
1114614000.0,17.45833333,1.45,95665.83333,2.733333333,170.75,92.25,827.5833333,246.5108749,39.74679118,21.89490189,214767.4473,0.0,110855.674,325623.1213
1114617600.0,17.325,1.933333333,95640.41667,3.633333333,141.3333333,81.83333333,742.5,259.3319863,29.60705146,21.89926349,311669.3037,0.0,77165.64239,388834.9461
1114621200.0,16.675,2.625,95615.41667,3.566666667,157.3333333,65.0,608.9166667,270.4045006,19.04083454,21.8683128,566025.8573,0.0,78667.94786,644693.8052
1114624800.0,15.6,2.941666667,95590.41667,4.275,150.0,37.5,379.5833333,280.7841001,8.480694705,21.76021914,1132608.999,0.0,754648.2505,1887257.25
1114628400.0,14.28333333,2.958333333,95565.41667,3.266666667,135.3333333,4.0,36.33333333,291.2412494,-1.720028785,21.59785564,3466297.355,0.0,775693.2156,4241990.571
1114632000.0,13.0,4.225,95540.41667,1.925,129.0833333,0.0,0.0,302.4147821,-11.19198552,21.43943456,3770938.955,0.0,830798.3016,4601737.257
1114635600.0,11.8,5.45,95515.41667,1.625,170.1666667,0.0,0.0,314.866204,-19.48497629,21.29387858,3569067.301,0.0,1002634.138,4571701.439
1114639200.0,10.6,5.175,95489.83333,2.025,201.5833333,0.0,0.0,329.0031523,-26.03407933,21.06510725,154217.9712,0.0,1081859.335,1236077.306
1114642800.0,9.4,4.45,95464.41667,1.875,287.75,0.0,0.0,344.8419672,-30.20000536,20.91650768,57316.11482,0.0,1368384.815,1425700.93
1114646400.0,8.375,4.725,95439.41667,1.15,56.66666667,0.0,0.0,4.371841193,-31.12272005,20.80159473,57316.11482,0.0,1517749.962,1575066.077
1114650000.0,7.416666667,4.633333333,95414.41667,0.783333333,122.5,0.0,0.0,18.46966533,-29.25378831,20.70011441,57316.11482,0.0,1656422.518,1713738.633
1114653600.0,6.708333333,4.241666667,95389.41667,0.816666667,127.4166667,0.0,0.0,33.92649791,-24.56229159,20.61106003,57316.11482,0.0,1772769.493,1830085.608
1114657200.0,6.208333333,3.791666667,95364.41667,1.016666667,152.9166667,0.0,0.0,47.65792673,-17.62339304,20.53867688,57316.11482,0.0,1915318.659,1972634.774
1114660800.0,5.766666667,3.266666667,95338.83333,1.216666667,129.5,0.0,0.0,59.78069159,-9.06492494,20.47613177,57316.11482,0.0,2125186.183,2182502.298
1114664400.0,5.6,2.866666667,95313.41667,0.541666667,58.5,10.83333333,3.666666667,70.74116327,0.575057327,20.43412152,57316.11482,0.0,2256505.609,2313821.724
1114668000.0,5.95,2.525,95288.41667,0.058333333,48.5,70.41666667,24.33333333,81.1126486,10.86875741,20.48413985,950509.4536,0.0,4822254.971,5772764.425
1114671600.0,6.666666667,2.05,95263.41667,0.216666667,97.16666667,154.1666667,42.75,91.55014984,21.45735924,20.57793508,750473.5062,0.0,4599286.091,5349759.597
1114675200.0,7.525,1.975,95238.41667,1.525,142.8333333,237.1666667,43.08333333,102.867433,31.98187466,20.6809348,369914.0536,0.0,4534505.28,4904419.334
1114678800.0,8.425,1.633333333,95213.41667,2.4,190.8333333,306.5,72.0,116.2114297,41.97851667,20.78380334,57316.11482,0.0,1350765.268,1408081.383
1114682400.0,9.266666667,0.95,95187.83333,1.641666667,182.3333333,366.9166667,60.0,133.2486038,50.70050068,20.8974592,57316.11482,0.0,1228187.883,1285503.998
1114686000.0,10.00833333,0.816666667,95162.41667,1.333333333,83.75,396.5833333,115.1666667,155.7368543,56.87664957,21.00483651,57316.11482,0.0,1119364.277,1176680.392
1114689600.0,10.76666667,0.783333333,95137.41667,2.375,178.5,413.5833333,159.0,182.9355343,58.8499386,21.10255461,57316.11482,0.0,1008100.095,1065416.21
1114693200.0,11.39166667,1.225,95125.25,3.0,182.25,400.9166667,150.5,209.4638865,55.87625837,21.18925571,57316.11482,0.0,907916.2257,965232.3405
1114696800.0,11.775,1.483333333,95121.66667,2.066666667,227.1666667,373.6666667,106.75,230.7261589,49.03141975,21.23774195,57316.11482,0.0,842949.5188,900265.6336
1114700400.0,11.9,1.458333333,95117.66667,2.1,341.6666667,309.3333333,99.75,246.8273141,39.95769307,21.24812002,214767.4473,0.0,815372.5384,1030139.986
1114704000.0,11.78333333,1.675,95114.25,2.016666667,347.4166667,229.5833333,72.75,259.6272677,29.80152265,21.2002299,311669.3037,0.0,772377.0059,1084046.31
1114707600.0,11.40833333,1.508333333,95110.66667,1.891666667,339.6666667,140.8333333,58.25,270.6795935,19.230689,21.13055896,828904.6073,0.0,774016.5292,1602921.137
1114711200.0,10.79166667,2.0,95106.66667,2.858333333,327.5,57.5,24.83333333,281.043165,8.675411354,21.03417778,2151311.049,0.0,1276447.215,3427758.264
1114714800.0,10.03333333,2.208333333,95103.25,4.916666667,319.4166667,5.25,2.166666667,291.4870269,-1.51242114,20.95902515,3606304.055,0.0,1184217.1,4790521.155
1114718400.0,9.116666667,2.35,95099.66667,6.35,331.25,0.0,0.0,302.6462239,-10.96446849,20.87644369,3770938.955,0.0,1302017.709,5072956.664
1114722000.0,8.116666667,2.658333333,95096.25,5.375,335.3333333,0.0,0.0,315.0760689,-19.23198462,20.78559306,3569067.301,0.0,1541992.24,5111059.541
1114725600.0,7.116666667,2.408333333,95092.66667,2.341666667,343.0833333,0.0,0.0,329.1759693,-25.75320442,20.59398968,154217.9712,0.0,1597090.198,1751308.169
1114729200.0,6.116666667,1.791666667,95088.66667,0.8,352.75,0.0,0.0,344.9559775,-29.89466594,20.49016538,57316.11482,0.0,1923115.378,1980431.493
1114732800.0,5.291666667,1.558333333,95085.25,0.975,71.5,0.0,0.0,4.365720283,-30.80723307,20.40809114,57316.11482,0.0,2217843.417,2275159.532
1114736400.0,4.591666667,1.366666667,95081.66667,1.391666667,15.25,0.0,0.0,18.42775883,-28.93896487,20.34206339,57316.11482,0.0,2584196.552,2641512.667
1114740000.0,4.066666667,0.733333333,95077.66667,1.891666667,285.6666667,0.0,0.0,33.82297031,-24.25955364,20.28374461,57316.11482,0.0,2891739.611,2949055.726
1114743600.0,3.725,0.166666667,95074.25,1.925,289.4166667,0.0,0.0,47.51248355,-17.33806859,20.23281408,57316.11482,0.0,3120332.46,3177648.575
1114747200.0,3.425,0.233333333,95070.66667,1.391666667,290.5833333,0.0,0.0,59.60844206,-8.796943267,20.18821682,57316.11482,0.0,3314100.233,3371416.348
1114750800.0,3.416666667,-0.008333333,95067.25,0.575,338.6666667,12.5,6.0,70.55048176,0.829032416,20.16065778,57316.11482,0.0,3381317.752,3438633.867
1114754400.0,3.908333333,-0.358333333,95063.66667,0.316666667,325.9166667,72.25,31.33333333,80.90674157,11.11383144,20.21869533,1360871.824,0.0,5467533.406,6828405.23
1114758000.0,4.666666667,-0.633333333,95059.66667,0.925,338.4166667,153.3333333,37.5,91.32943225,21.69988937,20.29507973,1112068.836,0.0,5171343.681,6283412.517
1114761600.0,5.641666667,-0.45,95056.25,0.716666667,348.3333333,196.0,69.66666667,102.6326719,32.22961643,20.396386,950790.4244,0.0,4812942.516,5763732.94
1114765200.0,5.983333333,1.55,95052.66667,0.241666667,293.75,90.33333333,7.5,115.970488,42.24083223,20.33011701,904162.8268,0.0,2687354.835,3591517.662
1114768800.0,5.783333333,0.991666667,95049.25,0.141666667,352.4166667,73.58333333,0.0,133.0335562,50.98672636,20.27720923,904162.8268,0.0,2798892.136,3703054.963
1114772400.0,5.7,-0.941666667,95045.66667,0.216666667,87.25,141.4166667,4.833333333,155.6299347,57.18733931,20.27739273,764094.9268,0.0,2864422.001,3628516.928
1114776000.0,6.05,-2.041666667,95041.66667,0.533333333,66.5,303.75,60.58333333,183.0297919,59.1619949,20.38057941,624027.0268,0.0,2659572.252,3283599.279
1114779600.0,6.941666667,-2.558333333,95051.08333,0.35,124.75,352.1666667,311.8333333,209.7266199,56.15620399,20.57701561,624027.0268,0.0,2387168.783,3011195.81
1114783200.0,8.333333333,-2.075,95070.08333,0.1,146.4166667,242.9166667,771.75,231.0452446,49.27017155,20.8583403,624027.0268,0.0,2149407.244,2773434.271
1114786800.0,9.525,-1.758333333,95089.08333,0.391666667,157.5833333,159.0,821.6666667,247.140331,40.16637085,21.02978165,624027.0268,0.0,1954491.456,2578518.483
1114790400.0,10.075,-1.858333333,95108.08333,1.008333333,163.0833333,155.9166667,528.4166667,259.9188554,29.99424306,21.04811672,657977.6626,0.0,1876035.292,2534012.955
1114794000.0,9.966666667,-2.366666667,95127.08333,1.3,191.5833333,106.3333333,207.75,270.9508542,19.41910762,20.92816045,691928.2984,0.0,1914042.64,2605970.938
1114797600.0,9.508333333,-2.641666667,95146.08333,1.416666667,182.5833333,67.91666667,245.25,281.2982543,8.868843022,20.87342979,1132627.719,0.0,2364245.544,3496873.263
1114801200.0,8.891666667,-2.308333333,95164.5,1.441666667,139.3333333,8.416666667,25.91666667,291.7286268,-1.306115599,20.75682886,3372979.955,0.0,2217633.182,5590613.137
1114804800.0,8.075,-1.925,95183.08333,1.225,149.9166667,0.0,0.0,302.8732391,-10.73845425,20.65562411,3770938.955,0.0,2318234.91,6089173.865
1114808400.0,7.175,-2.266666667,95202.08333,1.275,162.9166667,0.0,0.0,315.2813076,-18.98089997,20.55581358,3736988.319,0.0,2500500.606,6237488.925
1114812000.0,6.275,-3.066666667,95221.08333,1.108333333,167.0,0.0,0.0,329.3442355,-25.4748352,20.36184994,821552.3635,0.0,1924247.119,2745799.483
1114815600.0,5.375,-3.458333333,95240.08333,1.6,134.6666667,0.0,0.0,345.0660845,-29.59252885,20.25773056,57316.11482,0.0,2357060.193,2414376.308
1114819200.0,4.533333333,-3.733333333,95259.08333,3.733333333,80.0,0.0,0.0,4.359057641,-30.49564063,20.17905278,57316.11482,0.0,2839797.737,2897113.852
1114822800.0,3.558333333,-4.016666667,95278.08333,5.891666667,44.83333333,0.0,0.0,18.38472667,-28.62837721,20.10522955,57316.11482,0.0,3327487.835,3384803.95
1114826400.0,2.75,-4.45,95297.08333,4.966666667,93.5,0.0,0.0,33.71948894,-23.96114824,20.03928161,57316.11482,0.0,3732408.389,3789724.504
1114830000.0,2.15,-4.7,95316.08333,3.566666667,96.33333333,0.0,0.0,47.3677639,-17.05705557,19.98283477,57316.11482,0.0,4049565.465,4106881.58
1114833600.0,1.608333333,-5.108333333,95334.5,2.058333333,64.5,0.0,0.0,59.43721103,-8.533243296,19.93232645,57316.11482,0.0,4324805.025,4382121.14
1114837200.0,1.283333333,-5.458333333,95353.08333,0.75,45.66666667,14.0,30.66666667,70.36087887,1.078711323,19.90684686,57316.11482,0.0,4478653.817,4535969.932
1114840800.0,1.608333333,-4.566666667,95372.08333,0.733333333,67.83333333,73.66666667,213.5,80.70181496,11.35453434,20.05224161,1314182.524,0.0,6548955.375,7863137.899
1114844400.0,2.483333333,-3.783333333,95391.08333,1.133333333,157.3333333,110.8333333,440.4166667,91.10943235,21.93791449,20.2770059,1256217.336,0.0,5979046.298,7235263.634
1114848000.0,3.541666667,-3.991666667,95410.08333,1.475,141.5833333,165.25,515.25,102.3981064,32.47267922,20.50571296,889898.2244,0.0,5544275.648,6434173.872
1114851600.0,4.641666667,-4.083333333,95429.08333,2.066666667,117.4166667,204.5,562.75,115.7287731,42.49831545,20.67868508,624027.0268,0.0,3051533.307,3675560.334
1114855200.0,5.683333333,-3.358333333,95448.08333,1.933333333,172.25,244.0,580.0833333,132.8162296,51.26813907,20.81458751,624027.0268,0.0,2663190.049,3287217.076
1114858800.0,6.566666667,-2.958333333,95467.08333,1.775,205.6666667,295.25,524.8333333,155.5195791,57.49359852,20.87481255,624027.0268,0.0,2444753.743,3068780.77
1114862400.0,7.191666667,-2.883333333,95486.08333,1.9,279.0,301.5,512.8333333,183.1212447,59.47019564,20.91705082,624027.0268,0.0,2318819.648,2942846.675
1114866000.0,7.575,-2.858333333,95502.75,1.666666667,305.6666667,296.5,505.6666667,209.9870239,56.43277152,20.99023054,624027.0268,0.0,2239914.524,2863941.551
1114869600.0,7.816666667,-2.841666667,95517.75,1.383333333,250.5,217.5,622.5833333,231.36132,49.50609784,21.0640658,624027.0268,0.0,2173106.135,2797133.162
1114873200.0,7.9,-2.216666667,95532.75,0.891666667,208.4166667,149.4166667,691.6666667,247.4497673,40.37280958,21.10854977,624027.0268,0.0,2122447.715,2746474.742
1114876800.0,7.666666667,-1.45,95547.75,1.008333333,211.4166667,95.08333333,698.0833333,260.2066224,30.1851956,21.09381991,657977.6626,0.0,2121179.22,2779156.883
1114880400.0,7.091666667,-1.55,95562.75,1.066666667,186.0,71.16666667,588.6666667,271.2181778,19.60606488,21.0480966,691928.2984,0.0,2168150.763,2860079.061
1114884000.0,6.216666667,-1.975,95577.75,1.308333333,189.5833333,39.0,397.4166667,281.5492791,9.060952292,20.94658468,1132627.719,0.0,2683924.055,3816551.774
1114887600.0,5.158333333,-1.633333333,95592.75,1.483333333,193.6666667,4.333333333,38.58333333,291.9659747,-1.101163492,20.76057809,3439227.605,0.0,2630335.596,6069563.201
1114891200.0,4.408333333,-0.658333333,95607.75,1.108333333,216.4166667,0.0,0.0,303.0957692,-10.51400877,20.62482298,3770938.955,0.0,2807177.064,6578116.019
1114894800.0,3.908333333,0.15,95622.75,0.608333333,239.25,0.0,0.0,315.4818818,-18.73180172,20.52079334,3736988.319,0.0,3032964.392,6769952.711
1114898400.0,3.816666667,1.041666667,95637.75,0.925,176.75,0.0,0.0,329.5079347,-25.19906046,20.34868412,821552.3635,0.0,2576487.047,3398039.411
1114902000.0,3.958333333,1.733333333,95653.33333,1.766666667,144.6666667,0.0,0.0,345.1722882,-29.29368662,20.26600906,57316.11482,0.0,2938873.094,2996189.209
1114905600.0,4.116666667,3.241666158,95707.25,2.275,100.5,0.0,0.0,4.351853241,-30.18803491,19.84847986,57316.11482,0.0,235331.8775,292647.9923
1114909200.0,4.258333333,4.258330856,95749.75,1.35,154.5833333,0.0,0.0,18.34056589,-28.32211756,19.75088046,57316.11482,0.0,235331.8775,292647.9923
1114912800.0,4.416666667,4.416663978,95764.75,0.366666667,213.0,0.0,0.0,33.6160512,-23.66716829,19.67534253,57316.11482,0.0,235331.8775,292647.9923
1114916400.0,4.733333333,4.733329384,95779.75,0.141666667,181.1666667,0.0,0.0,47.22377484,-16.78044624,19.62258651,57316.11482,0.0,235331.8775,292647.9923
1114920000.0,5.016666667,5.016662881,95794.75,0.041666667,218.5833333,0.0,0.0,59.26701982,-8.273914529,19.57648105,57316.11482,0.0,235331.8775,292647.9923
1114923600.0,5.216666667,5.21666278,95809.75,0.116666667,240.9166667,15.83333333,50.83333333,70.17239129,1.324008588,19.55423189,57316.11482,0.0,235331.8775,292647.9923
1114927200.0,6.291666667,6.291664293,95824.75,0.608333333,186.5833333,69.41666667,350.5833333,80.49792106,11.5907847,19.77170191,810441.5536,0.0,3425946.07,4236387.624
1114930800.0,8.283333333,8.283329082,95839.75,0.725,207.75,57.33333333,715.1666667,90.89021835,22.17135574,20.07913792,941311.3062,0.0,3367113.1,4308424.406
1114934400.0,10.54166667,9.141666667,95855.33333,1.475,197.9166667,63.08333333,847.1666667,102.1638198,32.71098349,20.35129057,747509.0536,0.0,3308280.131,4055789.185
1114938000.0,12.84166667,9.333333333,95870.75,3.558333333,100.8333333,78.16666667,896.8333333,115.4863733,42.75088083,20.6498304,57316.11482,0.0,0.0,57316.11482
1114941600.0,15.025,8.8,95885.75,7.341666667,49.16666667,93.08333333,918.9166667,132.5966785,51.54464267,20.84716844,57316.11482,0.0,0.0,57316.11482
1114945200.0,16.95,8.125,95900.75,8.308333333,106.8333333,106.0,923.75,155.4057377,57.79532753,20.97142685,57316.11482,0.0,0.0,57316.11482
1114948800.0,18.575,7.883333333,95915.75,4.916666667,163.8333333,111.0833333,921.4166667,183.2097315,59.77446054,21.09949498,57316.11482,0.0,0.0,57316.11482
1114952400.0,19.78333333,7.625,95917.91667,3.233333333,130.4166667,103.0,925.5,210.2448904,56.70591263,21.22352785,57316.11482,0.0,0.0,57316.11482
1114956000.0,20.60833333,7.266666667,95910.91667,5.85,71.41666667,87.5,923.3333333,231.67419,49.73917459,21.00189652,57316.11482,1587007.765,0.0,1644323.88
1114959600.0,21.01666667,7.508333333,95903.33333,4.916666667,132.6666667,71.08333333,903.3333333,247.7554652,40.5769939,21.00366127,740524.9473,1175384.925,0.0,1915909.872
1114963200.0,20.925,7.625,95895.91667,3.933333333,231.25,58.0,846.3333333,260.490443,30.37436223,20.98991977,837426.8037,825941.793,0.0,1663368.597
1114966800.0,20.21666667,7.616666667,95888.91667,2.616666667,227.3333333,50.08333333,714.6666667,271.4814608,19.79153402,20.992149,916530.8573,554484.2309,0.0,1471015.088
1114970400.0,19.04166667,8.108333333,95881.91667,1.025,164.3333333,36.41666667,443.75,281.7961524,9.25170039,21.01348811,790554.5488,411576.8272,661656.0262,1863787.402
1114974000.0,17.625,8.575,95874.33333,0.608333333,183.25,4.5,42.41666667,292.198998,-0.89761748,20.91959676,3439227.605,41964.20747,661656.0262,4142847.839
1114977600.0,16.53333333,9.866666667,95866.91667,0.283333333,231.0,0.0,0.0,303.3137577,-10.29119918,20.79118746,3770938.955,0.0,661656.0262,4432594.981
1114981200.0,15.73333333,10.35,95859.91667,0.608333333,213.0,0.0,0.0,315.6777551,-18.48477004,20.67518344,3569067.301,0.0,720488.9956,4289556.297
1114984800.0,14.99166667,9.516666667,95852.91667,1.075,155.6666667,0.0,0.0,329.6670531,-24.92596934,20.42046054,154217.9712,0.0,176498.9081,330716.8793
1114988400.0,14.23333333,8.75,95845.91667,1.491666667,108.5833333,0.0,0.0,345.2745904,-28.99823167,20.35615379,57316.11482,0.0,235331.8775,292647.9923
1114992000.0,13.31666667,9.025,95838.33333,1.7,70.08333333,0.0,0.0,4.344107864,-29.88450758,20.25143817,57316.11482,0.0,235331.8775,292647.9923
1114995600.0,12.31666667,9.283333333,95830.91667,2.108333333,57.08333333,0.0,0.0,18.29527607,-28.02027719,20.15368881,57316.11482,0.0,235331.8775,292647.9923
1114999200.0,11.60833333,9.55,95823.91667,2.108333333,56.5,0.0,0.0,33.51265713,-23.37770529,20.08422918,57316.11482,0.0,235331.8775,292647.9923
1115002800.0,11.05,9.683333333,95816.91667,1.316666667,74.41666667,0.0,0.0,47.08052595,-16.50833104,20.01989335,57316.11482,0.0,235331.8775,292647.9923
1115006400.0,10.56666667,9.483333333,95809.91667,0.491666667,145.5833333,0.0,0.0,59.09789217,-8.019044399,19.95329313,57316.11482,0.0,235331.8775,292647.9923
1115010000.0,10.4,8.758333333,95802.33333,0.2,123.5833333,13.33333333,33.0,69.98505812,1.564841053,19.92654247,57316.11482,0.0,235331.8775,292647.9923
1115013600.0,10.98333333,8.708333333,95794.91667,0.433333333,73.16666667,72.16666667,218.3333333,80.29511474,11.8225036,20.09204938,873374.0536,0.0,3425946.07,4299320.124
1115017200.0,12.21666667,9.058333333,95787.91667,1.475,42.75,118.5833333,409.4166667,90.67186168,22.40013696,20.32123803,941311.3062,0.0,3367113.1,4308424.406
1115020800.0,13.61666667,9.45,95780.91667,2.975,29.25,171.1666667,483.75,101.9298996,32.94445254,20.52552749,432846.5536,0.0,3308280.131,3741126.685
1115024400.0,15.075,8.65,95773.91667,3.016666667,121.0833333,199.25,566.9166667,115.2433833,42.99844565,20.7897599,57316.11482,0.0,0.0,57316.11482
1115028000.0,16.51666667,7.55,95766.33333,1.9,185.1666667,227.6666667,600.3333333,132.3749661,51.81614321,20.99519677,57316.11482,0.0,0.0,57316.11482
1115031600.0,17.8,7.008333333,95758.91667,1.691666667,181.3333333,263.4166667,593.8333333,155.288367,58.09242766,21.12389406,57316.11482,0.0,0.0,57316.11482
1115035200.0,18.825,6.275,95751.91667,1.316666667,172.1666667,275.25,588.8333333,183.2950914,60.07470961,21.23650407,57316.11482,0.0,0.0,57316.11482
1115038800.0,19.55,6.483333333,95751.33333,0.55,175.5833333,252.5,610.75,210.5000094,56.97557935,21.37897219,57316.11482,0.0,0.0,57316.11482
1115042400.0,20.03333333,6.783333333,95755.91667,0.183333333,179.25,225.0,607.0833333,231.983659,49.96937785,21.24273946,57316.11482,1554671.435,0.0,1611987.55
1115046000.0,20.2,6.583333333,95760.33333,0.158333333,151.1666667,197.5,544.1666667,248.0572677,40.77890792,21.18315215,1266282.447,873510.9286,0.0,2139793.376
1115049600.0,20.025,6.791666667,95764.91667,0.258333333,81.25,160.6666667,468.75,260.7701923,30.56172397,21.18003722,837426.8037,626747.2883,0.0,1464174.092
1115053200.0,19.43333333,7.291666667,95769.33333,0.533333333,26.91666667,109.0833333,371.0833333,271.740601,19.97548705,21.21146932,566025.8573,585730.7726,0.0,1151756.63
1115056800.0,18.51666667,7.208333333,95773.33333,0.408333333,25.08333333,59.75,191.1666667,282.0387885,9.441047177,21.14310988,1053433.299,160284.7523,661656.0262,1875374.078
1115060400.0,17.4,7.466666667,95777.91667,0.083333333,28.33333333,6.0,17.58333333,292.427626,-0.695531544,21.05499776,3439227.605,0.0,661656.0262,4100883.631
1115064000.0,16.25833333,8.091666667,95782.33333,0.058333333,62.91666667,0.0,0.0,303.5271503,-10.0700937,20.93017668,3770938.955,0.0,661656.0262,4432594.981
1115067600.0,15.1,8.125,95786.91667,0.333333333,79.5,0.0,0.0,315.8688936,-18.23988584,20.79021612,3569067.301,0.0,720488.9956,4289556.297
1115071200.0,13.95833333,7.708333333,95791.33333,0.266666667,118.0833333,0.0,0.0,329.8215789,-24.65565124,20.56573116,154217.9712,0.0,176498.9081,330716.8793
1115074800.0,12.85833333,7.675,95795.33333,0.508333333,214.5833333,0.0,0.0,345.372995,-28.70625628,20.43845112,57316.11482,0.0,235331.8775,292647.9923
1115078400.0,11.99166667,7.8,95799.91667,0.858333333,234.9166667,0.0,0.0,4.335823092,-29.58514966,20.33362287,57316.11482,0.0,235331.8775,292647.9923
1115082000.0,11.23333333,7.8,95804.33333,1.191666667,252.5833333,0.0,0.0,18.24885934,-27.7229463,20.26078068,57316.11482,0.0,235331.8775,292647.9923
1115085600.0,10.66666667,7.916666667,95808.91667,1.458333333,238.3333333,0.0,0.0,33.40930942,-23.09284925,20.18839757,57316.11482,0.0,235331.8775,292647.9923
1115089200.0,10.20833333,7.533333333,95813.33333,1.441666667,212.9166667,0.0,0.0,46.9380293,-16.24079861,20.12993675,57316.11482,0.0,235331.8775,292647.9923
1115092800.0,9.825,7.083333333,95817.33333,1.108333333,219.6666667,0.0,0.0,58.92985416,-7.768718229,20.05085747,57316.11482,0.0,235331.8775,292647.9923
1115096400.0,9.758333333,6.941666667,95821.91667,0.725,184.5,16.83333333,48.5,69.7989208,1.801127913,20.03157708,57316.11482,0.0,235331.8775,292647.9923
1115100000.0,10.61666667,7.133333333,95826.33333,0.308333333,164.0,74.91666667,325.4166667,80.09345348,12.0496147,20.2504978,810441.5536,0.0,3425946.07,4236387.624
1115103600.0,12.13333333,7.533333333,95830.91667,0.041666667,191.1666667,77.83333333,627.0,90.45443692,22.62418479,20.54498636,941311.3062,0.0,3367113.1,4308424.406
1115107200.0,13.85,7.933333333,95835.33333,0.0,232.0833333,102.8333333,716.0,101.6964377,33.1730126,20.82167071,747509.0536,0.0,3308280.131,4055789.185
1115110800.0,15.53333333,7.4,95839.33333,0.0,247.0833333,146.75,721.1666667,114.9999042,43.24093007,21.10030745,57316.11482,0.0,0.0,57316.11482
1115114400.0,17.075,6.783333333,95843.91667,0.291666667,225.1666667,188.0,715.8333333,132.1511643,52.082549,21.29824369,57316.11482,0.0,0.0,57316.11482
1115118000.0,18.45833333,6.291666667,95848.33333,0.85,229.6666667,230.0,685.4166667,155.167431,58.38480123,21.41942019,57316.11482,0.0,0.0,57316.11482
1115121600.0,19.58333333,6.816666667,95852.91667,1.1,251.75,257.5,649.75,183.377164,60.37086312,21.53338491,57316.11482,0.0,0.0,57316.11482
1115125200.0,20.35,6.816666667,95842.75,1.275,252.1666667,245.1666667,647.25,210.7521686,57.24172403,21.48277003,57316.11482,0.0,0.0,57316.11482
1115128800.0,20.83333333,5.758333333,95821.75,1.691666667,224.6666667,199.8333333,674.9166667,232.289531,50.19668366,21.33855567,57316.11482,872692.9536,0.0,930009.0684
1115132400.0,21.0,5.125,95800.75,0.85,239.5,143.6666667,703.5,248.3550185,40.97853519,21.3425615,828151.1973,622215.163,0.0,1450366.36
1115136000.0,20.825,5.175,95780.33333,0.158333333,247.4166667,101.0,684.3333333,261.0457471,30.74726078,21.32026906,837426.8037,350305.0407,0.0,1187731.844
