Insulation Thickness,ACH,shading temperature,shading irradiation,glazing layers,Electricity:Facility,DistrictHeating:Facility,DistrictCooling:Facility
0.3,0.0,28.0,80.0,1,2459.3978787861165,11618.192982607146,777.2982489760301
0.3,6.0,28.0,80.0,1,2459.3978787861165,11618.192982607146,777.2982489760301
0.3,2.0,28.0,300.0,1,2454.0399285569497,11618.19985319106,786.4832501387352
0.3,0.0,28.0,300.0,1,2454.0399285569497,11618.19985319106,786.4832501387352
0.3,6.0,28.0,300.0,1,2454.0399285569497,11618.19985319106,786.4832501387352
0.3,4.0,28.0,300.0,1,2454.0399285569497,11618.19985319106,786.4832501387352
0.3,0.0,28.0,240.0,1,2455.553684015283,11618.201056984357,782.6108024678691
0.3,2.0,28.0,240.0,1,2455.553684015283,11618.201056984357,782.6108024678691
0.3,6.0,28.0,240.0,1,2455.553684015283,11618.201056984357,782.6108024678691
0.3,4.0,28.0,240.0,1,2455.553684015283,11618.201056984357,782.6108024678691
0.3,0.0,28.0,120.0,1,2458.502442827783,11618.203018417276,777.4796637734032
0.3,4.0,28.0,120.0,1,2458.502442827783,11618.203018417276,777.4796637734032
0.3,2.0,28.0,120.0,1,2458.502442827783,11618.203018417276,777.4796637734032
0.3,6.0,28.0,120.0,1,2458.502442827783,11618.203018417276,777.4796637734032
0.3,4.0,24.0,300.0,1,2488.786679577783,11618.254888201807,494.035881638089
0.3,0.0,24.0,300.0,1,2488.786679577783,11618.254888201807,494.035881638089
0.3,6.0,24.0,300.0,1,2488.786679577783,11618.254888201807,494.035881638089
0.3,2.0,24.0,300.0,1,2488.786679577783,11618.254888201807,494.035881638089
0.3,6.0,24.0,240.0,1,2496.9018540777834,11618.255668672497,481.0861312240728
0.3,0.0,24.0,240.0,1,2496.9018540777834,11618.255668672497,481.0861312240728
0.3,4.0,24.0,240.0,1,2496.9018540777834,11618.255668672497,481.0861312240728
0.3,2.0,24.0,240.0,1,2496.9018540777834,11618.255668672497,481.0861312240728
0.3,2.0,24.0,80.0,1,2522.780048327783,11618.270328486897,462.99555311401775
0.3,6.0,24.0,80.0,1,2522.780048327783,11618.270328486897,462.99555311401775
0.3,4.0,24.0,80.0,1,2522.780048327783,11618.270328486897,462.99555311401775
0.3,0.0,24.0,80.0,1,2522.780048327783,11618.270328486897,462.99555311401775
0.3,4.0,24.0,120.0,1,2514.8900750986163,11618.271257229962,464.34421273937465
0.3,2.0,24.0,120.0,1,2514.8900750986163,11618.271257229962,464.34421273937465
0.3,0.0,24.0,120.0,1,2514.8900750986163,11618.271257229962,464.34421273937465
0.3,6.0,24.0,120.0,1,2514.8900750986163,11618.271257229962,464.34421273937465
0.35,0.0,20.0,300.0,1,2529.9337406819495,11619.664828855399,261.06236061977995
0.35,4.0,20.0,300.0,1,2529.9337406819495,11619.664828855399,261.06236061977995
0.35,2.0,20.0,300.0,1,2529.9337406819495,11619.664828855399,261.06236061977995
0.35,6.0,20.0,300.0,1,2529.9337406819495,11619.664828855399,261.06236061977995
0.35,2.0,20.0,240.0,1,2549.499588640283,11621.956199112536,239.32462728960607
0.35,4.0,20.0,240.0,1,2549.499588640283,11621.956199112536,239.32462728960607
0.35,6.0,20.0,240.0,1,2549.499588640283,11621.956199112536,239.32462728960607
0.35,0.0,20.0,240.0,1,2549.499588640283,11621.956199112536,239.32462728960607
0.35,4.0,20.0,120.0,1,2590.3018020986165,11624.22266911849,216.86901207332903
0.35,2.0,20.0,120.0,1,2590.3018020986165,11624.22266911849,216.86901207332903
0.35,6.0,20.0,120.0,1,2590.3018020986165,11624.22266911849,216.86901207332903
0.35,0.0,20.0,120.0,1,2590.3018020986165,11624.22266911849,216.86901207332903
0.35,4.0,20.0,80.0,1,2606.5948078694496,11624.414972067709,213.97631137112896
0.35,0.0,20.0,80.0,1,2606.5948078694496,11624.414972067709,213.97631137112896
0.35,2.0,20.0,80.0,1,2606.5948078694496,11624.414972067709,213.97631137112896
0.35,6.0,20.0,80.0,1,2606.5948078694496,11624.414972067709,213.97631137112896
0.3,2.0,20.0,300.0,1,2529.9337406819495,11630.849134409722,261.10666616244265
0.3,4.0,20.0,300.0,1,2529.9337406819495,11630.849134409722,261.10666616244265
0.3,6.0,20.0,300.0,1,2529.9337406819495,11630.849134409722,261.10666616244265
0.3,0.0,20.0,300.0,1,2529.9337406819495,11630.849134409722,261.10666616244265
0.25,2.0,28.0,120.0,1,2458.502442827783,11632.87295755372,777.4262766564378
0.25,4.0,28.0,120.0,1,2458.502442827783,11632.87295755372,777.4262766564378
0.25,0.0,28.0,120.0,1,2458.502442827783,11632.87295755372,777.4262766564378
0.25,6.0,28.0,120.0,1,2458.502442827783,11632.87295755372,777.4262766564378
0.25,2.0,28.0,300.0,1,2454.0399285569497,11632.873489796026,786.3088960933786
0.25,4.0,28.0,300.0,1,2454.0399285569497,11632.873489796026,786.3088960933786
0.25,0.0,28.0,300.0,1,2454.0399285569497,11632.873489796026,786.3088960933786
0.25,6.0,28.0,300.0,1,2454.0399285569497,11632.873489796026,786.3088960933786
0.25,0.0,28.0,240.0,1,2455.553684015283,11632.873615797222,781.9014562251361
0.25,2.0,28.0,240.0,1,2455.553684015283,11632.873615797222,781.9014562251361
0.25,4.0,28.0,240.0,1,2455.553684015283,11632.873615797222,781.9014562251361
0.25,6.0,28.0,240.0,1,2455.553684015283,11632.873615797222,781.9014562251361
0.25,2.0,28.0,80.0,1,2459.3978787861165,11632.876095552007,777.2458678252016
0.25,4.0,28.0,80.0,1,2459.3978787861165,11632.876095552007,777.2458678252016
0.25,6.0,28.0,80.0,1,2459.3978787861165,11632.876095552007,777.2458678252016
0.25,0.0,28.0,80.0,1,2459.3978787861165,11632.876095552007,777.2458678252016
0.25,4.0,24.0,300.0,1,2488.786679577783,11632.930848200816,493.8104961247456
0.25,0.0,24.0,300.0,1,2488.786679577783,11632.930848200816,493.8104961247456
0.25,2.0,24.0,300.0,1,2488.786679577783,11632.930848200816,493.8104961247456
0.25,6.0,24.0,300.0,1,2488.786679577783,11632.930848200816,493.8104961247456
0.25,6.0,24.0,120.0,1,2514.8900750986163,11632.935939355017,464.1316998893511
0.25,2.0,24.0,120.0,1,2514.8900750986163,11632.935939355017,464.1316998893511
0.25,0.0,24.0,120.0,1,2514.8900750986163,11632.935939355017,464.1316998893511
0.25,4.0,24.0,120.0,1,2514.8900750986163,11632.935939355017,464.1316998893511
0.25,6.0,24.0,240.0,1,2496.9018540777834,11632.941011686862,480.74764251638254
0.25,0.0,24.0,240.0,1,2496.9018540777834,11632.941011686862,480.74764251638254
0.25,4.0,24.0,240.0,1,2496.9018540777834,11632.941011686862,480.74764251638254
0.25,2.0,24.0,240.0,1,2496.9018540777834,11632.941011686862,480.74764251638254
0.25,2.0,24.0,80.0,1,2522.780048327783,11632.943702105624,462.6496013613441
0.25,4.0,24.0,80.0,1,2522.780048327783,11632.943702105624,462.6496013613441
0.25,0.0,24.0,80.0,1,2522.780048327783,11632.943702105624,462.6496013613441
0.25,6.0,24.0,80.0,1,2522.780048327783,11632.943702105624,462.6496013613441
0.3,6.0,20.0,240.0,1,2549.499588640283,11633.138597739275,239.13672296491507
0.3,0.0,20.0,240.0,1,2549.499588640283,11633.138597739275,239.13672296491507
0.3,2.0,20.0,240.0,1,2549.499588640283,11633.138597739275,239.13672296491507
0.3,4.0,20.0,240.0,1,2549.499588640283,11633.138597739275,239.13672296491507
0.3,2.0,20.0,120.0,1,2590.3018020986165,11635.457378037385,216.41446172309267
0.3,0.0,20.0,120.0,1,2590.3018020986165,11635.457378037385,216.41446172309267
0.3,6.0,20.0,120.0,1,2590.3018020986165,11635.457378037385,216.41446172309267
0.3,4.0,20.0,120.0,1,2590.3018020986165,11635.457378037385,216.41446172309267
0.3,0.0,20.0,80.0,1,2606.5948078694496,11635.64568399497,213.7862268182289
0.3,2.0,20.0,80.0,1,2606.5948078694496,11635.64568399497,213.7862268182289
0.3,4.0,20.0,80.0,1,2606.5948078694496,11635.64568399497,213.7862268182289
0.3,6.0,20.0,80.0,1,2606.5948078694496,11635.64568399497,213.7862268182289
0.25,4.0,20.0,300.0,1,2529.9337406819495,11645.527877205655,260.7600766367699
0.25,2.0,20.0,300.0,1,2529.9337406819495,11645.527877205655,260.7600766367699
0.25,0.0,20.0,300.0,1,2529.9337406819495,11645.527877205655,260.7600766367699
0.25,6.0,20.0,300.0,1,2529.9337406819495,11645.527877205655,260.7600766367699
0.25,4.0,20.0,240.0,1,2549.499588640283,11647.846115695787,238.94613291194173
0.25,0.0,20.0,240.0,1,2549.499588640283,11647.846115695787,238.94613291194173
0.25,6.0,20.0,240.0,1,2549.499588640283,11647.846115695787,238.94613291194173
0.25,2.0,20.0,240.0,1,2549.499588640283,11647.846115695787,238.94613291194173
0.25,0.0,20.0,120.0,1,2590.3018020986165,11650.126525051617,216.56837603531662
0.25,4.0,20.0,120.0,1,2590.3018020986165,11650.126525051617,216.56837603531662
0.25,2.0,20.0,120.0,1,2590.3018020986165,11650.126525051617,216.56837603531662
0.25,6.0,20.0,120.0,1,2590.3018020986165,11650.126525051617,216.56837603531662
0.25,2.0,20.0,80.0,1,2606.5948078694496,11650.326116487668,213.44679569626493
0.25,6.0,20.0,80.0,1,2606.5948078694496,11650.326116487668,213.44679569626493
0.25,4.0,20.0,80.0,1,2606.5948078694496,11650.326116487668,213.44679569626493
0.25,0.0,20.0,80.0,1,2606.5948078694496,11650.326116487668,213.44679569626493
